movement_id,sku_id,warehouse_id,warehouse_city,region,movement_type,supplier_id,customer_id,movement_date,expected_date,quantity,unit_cost,stock_before,stock_after,status
MOV002927,SKU_0275,WH_01,Bengaluru,South,Adjustment,,,2026-02-26,2026-02-28,58,1264.81,1789,1731,Completed
MOV000767,SKU_0075,WH_02,Mumbai,West,Inbound,SUP_07,,2026-02-06,,480,1956.44,1485,1965,Discrepancy
MOV004840,SKU_0066,WH_03,Delhi,North,Transfer,,,2026-06-25,2026-06-28,388,1247.95,438,50,Completed
MOV000148,SKU_0291,WH_03,Delhi,North,Inbound,SUP_01,,2026-06-09,2026-06-11,446,1231.35,126,572,Pending
MOV004849,SKU_0263,WH_01,Bengaluru,South,Adjustment,,,2026-02-03,2026-02-05,403,1919.91,2158,-40,Completed
MOV000311,SKU_0057,WH_04,Kolkata,East,Outbound,,CUST_078,2026-03-18,2026-03-21,75,704.06,1750,,Completed
MOV000636,SKU_0167,WH_02,Mumbai,West,Outbound,,CUST_080,2026-02-19,2026-02-21,104,1570.68,32,-72,Discrepancy
MOV003877,SKU_0050,WH_04,Kolkata,East,Inbound,SUP_07,,2026-03-28,2026-03-28,191,623.94,4963,5154,Discrepancy
MOV003434,SKU_0295,WH_02,Mumbai,West,Return,,,2026-01-06,2026-01-07,329,638.93,1790,2119,Discrepancy
MOV003902,SKU_0131,WH_05,Hyderabad,South,Inbound,SUP_02,,2026-03-08,2026-03-08,48,419.54,4931,-23,Pending
MOV003741,SKU_0216,WH_03,Delhi,North,Transfer,,,2026-01-07,2026-01-09,54,1537.88,4741,,Cancelled
MOV004576,SKU_0081,WH_01,Bengaluru,South,Outbound,,CUST_024,,2026-04-25,441,215.4,2892,2451,Completed
MOV001991,SKU_0115,WH_01,Bengaluru,South,Outbound,,CUST_093,2026-06-09,2026-06-09,27,535.99,4716,4689,Completed
MOV002706,SKU_0036,WH_03,Delhi,North,Return,,,2026-03-07,2026-03-08,189,553.37,3306,3495,Completed
MOV002524,SKU_0108,WH_01,Bengaluru,South,Return,,,2026-06-01,2026-06-02,496,314.33,2463,2959,Discrepancy
MOV002707,SKU_0075,WH_01,Bengaluru,South,Outbound,,CUST_005,2026-06-20,2026-06-21,332,1976.24,409,-200,Completed
MOV003776,SKU_0116,WH_05,Hyderabad,South,Adjustment,,,2026-02-26,2026-02-28,200,1916.96,4669,4869,Completed
MOV003191,SKU_0141,WH_04,Kolkata,East,Inbound,SUP_10,,2026-02-06,2026-02-09,479,1067.42,2150,,Completed
MOV003586,SKU_0040,WH_05,Hyderabad,South,Transfer,,,2026-01-12,2026-01-15,281,418.93,4308,4027,Completed
MOV002298,SKU_0283,WH_01,Bengaluru,South,Outbound,,CUST_039,2026-02-15,2026-02-15,223,1171.3,895,672,Completed
MOV000528,SKU_0047,WH_02,Mumbai,West,Outbound,,CUST_028,2026-01-15,2026-01-17,294,1979.43,1020,726,Completed
MOV002940,SKU_0235,WH_06,Pune,West,Adjustment,,,2026-04-01,2026-04-01,377,1259.58,4632,5009,Completed
MOV000956,SKU_0205,WH_05,Hyderabad,South,Outbound,,CUST_002,2026-02-03,2026-02-05,165,1824.16,2144,1979,Completed
MOV003614,SKU_0076,WH_02,Mumbai,West,Inbound,SUP_11,,2026-04-15,2026-04-15,154,859.18,2629,2783,Completed
MOV001525,SKU_0158,WH_03,Delhi,North,Return,,,2026-03-12,2026-03-13,211,839.11,73,284,Completed
MOV004629,SKU_0083,WH_02,Mumbai,West,Inbound,SUP_12,,2026-05-13,2026-05-14,431,1332.08,3814,4245,Completed
MOV001496,SKU_0232,WH_05,Hyderabad,South,Outbound,,CUST_062,2026-05-20,2026-05-21,21,1490.95,2068,2047,Completed
MOV002409,SKU_0058,WH_01,Bengaluru,South,Transfer,,,2026-04-04,2026-04-04,398,1282.71,303,-95,Completed
MOV003198,SKU_0270,WH_02,Mumbai,West,Inbound,SUP_04,,2026-02-24,2026-02-26,192,1503.19,1298,1490,Completed
MOV002228,SKU_0267,WH_05,Hyderabad,South,Inbound,SUP_06,,2026-05-09,2026-05-09,232,1722.77,2624,2856,Completed
MOV003408,SKU_0195,WH_06,Pune,West,Outbound,,CUST_029,2026-04-18,2026-04-21,78,1049.16,3597,3519,Discrepancy
MOV000728,SKU_0029,WH_02,Mumbai,West,Inbound,SUP_05,,2026-01-02,2026-01-02,109,747.2,691,800,Completed
MOV000272,SKU_0194,WH_03,Delhi,North,Transfer,,,2026-04-11,2026-04-13,314,1336.22,2638,2324,Completed
MOV000348,SKU_0096,WH_02,Mumbai,West,Return,,,2026-02-11,2026-02-13,55,1044.13,3126,-8,Discrepancy
MOV002097,SKU_0192,WH_01,Bengaluru,South,Outbound,,CUST_028,2026-01-06,2026-01-07,367,1781.77,1909,1542,Completed
MOV004396,SKU_0086,WH_02,Mumbai,West,Inbound,SUP_01,,2026-01-19,2026-01-19,169,885.06,1830,1999,Completed
MOV004103,SKU_0008,WH_03,Delhi,North,Adjustment,,,2026-01-03,2026-01-04,9,544.98,2059,2050,Completed
MOV002166,SKU_0132,WH_05,Hyderabad,South,Outbound,,CUST_084,2026-01-01,2026-01-04,292,881.94,4574,4282,Completed
MOV001426,SKU_0253,WH_05,Hyderabad,South,Transfer,,,2026-02-24,2026-02-24,13,1882.17,1422,1409,Completed
MOV000417,SKU_0142,WH_02,Mumbai,West,Outbound,,CUST_066,2026-06-10,2026-06-13,28,230.1,46,18,Pending
MOV000706,SKU_0047,WH_03,Delhi,North,Outbound,,CUST_048,2026-01-30,2026-01-30,46,829.24,512,,Cancelled
MOV001736,SKU_0005,WH_06,Pune,West,Return,,,2026-05-08,2026-05-09,436,242.02,2226,,Cancelled
MOV004771,SKU_0067,WH_04,Kolkata,East,Inbound,SUP_01,,2026-06-06,2026-06-06,351,1921.32,1078,,Completed
MOV002476,SKU_0261,WH_06,Pune,West,Inbound,SUP_02,,2026-06-09,2026-06-11,183,1061.43,1925,2108,Completed
MOV000908,SKU_0297,WH_05,Hyderabad,South,Outbound,,CUST_034,2026-05-21,2026-05-23,223,1573.05,4938,4715,Completed
MOV004324,SKU_0242,WH_04,Kolkata,East,Outbound,,CUST_021,2026-06-09,2026-06-10,309,355.37,4461,,Discrepancy
MOV000321,SKU_0158,WH_06,Pune,West,Outbound,,CUST_088,2026-03-21,2026-03-21,301,630.38,3137,2836,Completed
MOV003270,SKU_0207,WH_03,Delhi,North,Inbound,SUP_04,,2026-03-26,2026-03-26,382,57.78,4169,4551,Completed
MOV002375,SKU_0029,WH_01,Bengaluru,South,Inbound,SUP_06,,2026-01-27,2026-01-28,415,1582.71,4547,4962,Completed
MOV000297,SKU_0187,WH_02,Mumbai,West,Inbound,SUP_05,,2026-01-18,2026-01-21,49,1506.57,925,974,Pending
MOV000139,SKU_0031,WH_05,Hyderabad,South,Adjustment,,,2026-06-06,2026-06-09,316,336.75,4884,4568,Completed
MOV001105,SKU_0164,WH_03,Delhi,North,Outbound,,CUST_052,2026-05-12,2026-05-13,74,1615.5,851,,Cancelled
MOV000856,SKU_0173,WH_03,Delhi,North,Inbound,SUP_02,,2026-04-14,,116,1644.64,1868,1984,Completed
MOV001041,SKU_0273,WH_06,Pune,West,Transfer,,,2026-02-14,2026-02-16,125,1362.36,1715,1590,Discrepancy
MOV002687,SKU_0070,WH_03,Delhi,North,Inbound,SUP_10,,2026-03-02,2026-03-04,391,1917.77,4224,4615,Completed
MOV001961,SKU_0208,WH_02,Mumbai,West,Inbound,SUP_07,,2026-02-12,2026-02-14,93,1829.02,2922,3015,Completed
MOV001429,SKU_0153,WH_05,Hyderabad,South,Return,,,2026-03-09,2026-03-12,473,1340.7,2918,3391,Completed
MOV003731,SKU_0276,WH_02,Mumbai,West,Adjustment,,,2026-01-24,2026-01-26,39,1625.92,2187,2148,Completed
MOV004070,SKU_0196,WH_03,Delhi,North,Inbound,SUP_10,,,2026-01-12,411,413.05,2434,2845,Completed
MOV001928,SKU_0282,WH_05,Hyderabad,South,Inbound,SUP_09,,2026-02-15,2026-02-15,128,14267.67,153,281,Discrepancy
MOV003200,SKU_0295,WH_01,Bengaluru,South,Adjustment,,,2026-04-15,2026-04-15,293,1759.13,1815,1522,Completed
MOV000765,SKU_0068,WH_02,Mumbai,West,Adjustment,,,2026-03-09,,478,999.35,2492,,Cancelled
MOV002450,SKU_0243,WH_04,Kolkata,East,Outbound,,CUST_092,2026-06-10,2026-06-10,235,1682.21,4789,,Completed
MOV002788,SKU_0055,WH_01,Bengaluru,South,Return,,,2026-03-05,2026-03-07,316,1179.02,362,678,Completed
MOV001626,SKU_0066,WH_03,Delhi,North,Transfer,,,2026-03-17,2026-03-19,490,727.87,4984,4494,Completed
MOV002296,SKU_0127,WH_02,Mumbai,West,Adjustment,,,2026-02-21,2026-02-21,455,1847.07,2407,2862,Completed
MOV004427,SKU_0198,WH_06,Pune,West,Inbound,SUP_10,,2026-01-03,2026-01-05,407,571.8,2379,2786,Completed
MOV004482,SKU_0020,WH_04,Kolkata,East,Outbound,,CUST_069,2026-06-01,2026-06-03,38,428.74,1966,,Completed
MOV004073,SKU_0296,WH_05,Hyderabad,South,Inbound,SUP_05,,2026-05-07,2026-05-10,384,1488.09,2789,3173,Completed
MOV001364,SKU_0178,WH_04,Kolkata,East,Outbound,,CUST_082,2026-02-08,2026-02-10,140,403.2,3894,,Completed
MOV004346,SKU_0075,WH_01,Bengaluru,South,Transfer,,,2026-05-19,2026-05-21,245,143.44,3686,3441,Completed
MOV001406,SKU_0182,WH_01,Bengaluru,South,Outbound,,CUST_043,2026-04-23,2026-04-25,18,188.37,1502,1484,Completed
MOV003850,SKU_0274,WH_04,Kolkata,East,Inbound,SUP_03,,2026-04-17,2026-04-18,323,1678.75,4998,,Completed
MOV003452,SKU_0052,WH_04,Kolkata,East,Outbound,,CUST_099,2026-01-16,2026-01-16,17,1596.42,514,,Completed
MOV000536,SKU_0251,WH_06,Pune,West,Outbound,,CUST_048,2026-01-26,2026-01-29,298,665.44,3141,2843,Completed
MOV004549,SKU_0168,WH_02,Mumbai,West,Outbound,,CUST_086,2026-02-24,2026-02-26,210,886.87,4018,3808,Discrepancy
MOV000445,SKU_0228,WH_02,Mumbai,West,Inbound,SUP_08,,2026-03-22,2026-03-22,382,797.9,3795,4177,Completed
MOV002079,SKU_0094,WH_06,Pune,West,Outbound,,CUST_059,2026-03-02,2026-03-05,115,1871.91,3825,3710,Completed
MOV001341,SKU_0139,WH_02,Mumbai,West,Outbound,,CUST_081,2026-06-20,2026-06-23,126,385.89,1963,1837,Completed
MOV001761,SKU_0040,WH_05,Hyderabad,South,Inbound,SUP_05,,2026-06-07,2026-06-08,386,1190.63,4924,5310,Completed
MOV001272,SKU_0289,WH_05,Hyderabad,South,Transfer,,,2026-03-13,2026-03-15,14,1873.54,2562,2548,Completed
MOV004275,SKU_0053,WH_06,Pune,West,Transfer,,,2026-05-22,2026-05-24,71,284.5,3526,3455,Completed
MOV000127,SKU_0212,WH_04,Kolkata,East,Adjustment,,,2026-05-21,2026-05-22,400,1675.8,2906,,Completed
MOV002960,SKU_0074,WH_06,Pune,West,Outbound,,CUST_037,2026-03-17,2026-03-19,78,1144.65,2397,2319,Completed
MOV000104,SKU_0104,WH_02,Mumbai,West,Transfer,,,2026-03-25,2026-03-26,451,807.98,4925,4474,Completed
MOV000685,SKU_0004,WH_01,Bengaluru,South,Inbound,SUP_09,,2026-06-08,2026-06-11,449,19655.82,2685,3134,Completed
MOV000862,SKU_0153,WH_04,Kolkata,East,Inbound,SUP_05,,2026-05-15,2026-05-18,365,985.43,3502,,Completed
MOV000011,SKU_0274,WH_03,Delhi,North,Outbound,,CUST_041,2026-02-02,2026-02-02,234,1804.09,4581,4347,Completed
MOV003454,SKU_0173,WH_06,Pune,West,Outbound,,CUST_069,2026-04-25,2026-04-28,461,384.94,1776,1315,Completed
MOV001311,SKU_0022,WH_03,Delhi,North,Inbound,SUP_08,,2026-02-28,2026-03-02,124,1072.86,1533,1657,Completed
MOV003490,SKU_0060,WH_05,Hyderabad,South,Adjustment,,,2026-06-25,2026-06-25,72,1929.88,4414,4486,Completed
MOV004691,SKU_0086,WH_02,Mumbai,West,Outbound,,CUST_049,2026-03-08,2026-03-11,476,580.73,2198,1722,Completed
MOV003503,SKU_0187,WH_05,Hyderabad,South,Adjustment,,,2026-04-09,2026-04-09,306,1296.4,4261,3955,Completed
MOV003219,SKU_0026,WH_02,Mumbai,West,Outbound,,CUST_073,2026-04-22,2026-04-22,223,1422.88,4980,4757,Completed
MOV004487,SKU_0263,WH_04,Kolkata,East,Inbound,SUP_11,,2026-01-20,2026-01-21,11,1188.89,2589,,Completed
MOV000389,SKU_0164,WH_03,Delhi,North,Outbound,,CUST_062,2026-03-08,2026-03-10,29,1858.08,2162,2133,Completed
MOV001944,SKU_0111,WH_04,Kolkata,East,Adjustment,,,2026-03-05,2026-03-05,492,1302.26,2126,,Completed
MOV000869,SKU_0239,WH_05,Hyderabad,South,Outbound,,CUST_094,2026-04-05,2026-04-06,220,1107.52,2209,1989,Discrepancy
MOV003769,SKU_0153,WH_01,Bengaluru,South,Outbound,,CUST_047,2026-05-12,2026-05-13,215,1503.76,3610,3395,Completed
MOV000607,SKU_0207,WH_03,Delhi,North,Return,,,2026-01-23,2026-01-25,311,1870.02,775,1086,Completed
MOV004797,SKU_0251,WH_04,Kolkata,East,Inbound,SUP_04,,2026-01-17,2026-01-18,489,1220.5,859,,Completed
MOV002052,SKU_0144,WH_04,Kolkata,East,Inbound,SUP_12,,2026-02-22,2026-02-24,283,331.95,3820,,Completed
MOV003896,SKU_0041,WH_04,Kolkata,East,Inbound,SUP_01,,2026-05-13,2026-05-15,383,809.7,3286,,Completed
MOV000185,SKU_0032,WH_05,Hyderabad,South,Outbound,,CUST_057,2026-04-01,2026-04-01,267,489.08,1265,998,Completed
MOV003622,SKU_0256,WH_05,Hyderabad,South,Transfer,,,2026-05-24,2026-05-27,312,1443.85,1026,714,Completed
MOV002256,SKU_0137,WH_04,Kolkata,East,Transfer,,,2026-02-26,2026-03-01,87,252.26,1136,,Discrepancy
MOV002443,SKU_0047,WH_04,Kolkata,East,Return,,,2026-01-21,2026-01-21,224,1928.53,125,,Completed
MOV004694,SKU_0065,WH_06,Pune,West,Outbound,,CUST_056,2026-06-10,2026-06-13,322,1074.43,2374,2052,Completed
MOV002694,SKU_0185,WH_02,Mumbai,West,Outbound,,CUST_092,2026-01-26,2026-01-27,209,113.78,4355,4146,Pending
MOV000880,SKU_0225,WH_01,Bengaluru,South,Outbound,,CUST_092,2026-02-08,2026-02-10,171,1449.49,1814,1643,Completed
MOV004699,SKU_0299,WH_04,Kolkata,East,Transfer,,,2026-01-26,2026-01-28,132,1393.72,4067,,Discrepancy
MOV001080,SKU_0236,WH_06,Pune,West,Outbound,,CUST_002,2026-06-29,2026-06-30,137,413.16,747,-19,Completed
MOV003511,SKU_0088,WH_02,Mumbai,West,Outbound,,CUST_007,2026-04-07,2026-04-09,222,1298.06,2017,1795,Completed
MOV004602,SKU_0240,WH_06,Pune,West,Outbound,,CUST_086,2026-04-16,2026-04-16,89,1660.06,3677,3588,Discrepancy
MOV004591,SKU_0178,WH_05,Hyderabad,South,Transfer,,,2026-03-22,2026-03-22,58,271.66,409,351,Completed
MOV003890,SKU_0068,WH_06,Pune,West,Inbound,SUP_01,,2026-01-13,2026-01-14,59,285.3,3286,3345,Discrepancy
MOV001502,SKU_0227,WH_03,Delhi,North,Inbound,SUP_05,,2026-02-07,2026-02-08,178,189.12,4492,4670,Completed
MOV000696,SKU_0187,WH_05,Hyderabad,South,Outbound,,CUST_002,,2026-05-23,253,197.88,2980,2727,Completed
MOV001955,SKU_0267,WH_02,Mumbai,West,Outbound,,CUST_100,2026-04-13,2026-04-13,102,1108.89,2473,2371,Completed
MOV003882,SKU_0008,WH_05,Hyderabad,South,Outbound,,CUST_064,2026-05-26,2026-05-28,358,796.62,4219,3861,Completed
MOV004031,SKU_0076,WH_03,Delhi,North,Outbound,,CUST_046,2026-05-02,2026-05-05,345,682.44,1556,1211,Completed
MOV000547,SKU_0202,WH_06,Pune,West,Inbound,SUP_11,,2026-05-26,2026-05-29,142,1621.34,4954,5096,Completed
MOV000037,SKU_0037,WH_06,Pune,West,Transfer,,,2026-03-07,2026-03-10,84,158.03,3120,,Cancelled
MOV004711,SKU_0262,WH_06,Pune,West,Return,,,2026-01-11,2026-01-11,36,773.14,325,361,Pending
MOV002931,SKU_0237,WH_06,Pune,West,Return,,,2026-04-16,2026-04-19,204,1686.13,2684,2888,Completed
MOV004264,SKU_0274,WH_03,Delhi,North,Transfer,,,2026-03-29,2026-03-31,217,1859.68,708,491,Completed
MOV002217,SKU_0192,WH_03,Delhi,North,Transfer,,,2026-06-20,2026-06-22,465,1446.11,4333,3868,Completed
MOV000588,SKU_0219,WH_06,Pune,West,Outbound,,CUST_056,2026-03-03,2026-03-05,265,812.71,3496,3231,Completed
MOV003690,SKU_0215,WH_05,Hyderabad,South,Inbound,SUP_11,,2026-01-27,2026-01-27,403,636.62,76,479,Completed
MOV004826,SKU_0033,WH_01,Bengaluru,South,Outbound,,CUST_069,2026-04-11,2026-04-14,396,351.48,321,-75,Completed
MOV001348,SKU_0214,WH_04,Kolkata,East,Outbound,,CUST_055,2026-03-23,2026-03-26,307,1034.3,4492,,Completed
MOV003197,SKU_0104,WH_02,Mumbai,West,Return,,,2026-04-20,2026-04-22,72,1237.47,1081,,Cancelled
MOV001527,SKU_0124,WH_04,Kolkata,East,Transfer,,,2026-05-24,2026-05-26,314,391.81,4081,,Completed
MOV000190,SKU_0006,WH_01,Bengaluru,South,Inbound,SUP_10,,2026-05-08,2026-05-10,472,1096.07,2559,3031,Completed
MOV001904,SKU_0292,WH_03,Delhi,North,Outbound,,CUST_083,,2026-06-01,480,1211.37,1982,1502,Completed
MOV001799,SKU_0258,WH_03,Delhi,North,Transfer,,,2026-04-08,2026-04-09,24,59.83,4131,4107,Completed
MOV000764,SKU_0094,WH_04,Kolkata,East,Return,,,2026-03-19,2026-03-20,387,1127.17,4768,,Completed
MOV003128,SKU_0010,WH_05,Hyderabad,South,Inbound,SUP_02,,2026-06-20,2026-06-21,102,1867.98,307,409,Completed
MOV003818,SKU_0251,WH_02,Mumbai,West,Return,,,2026-04-04,2026-04-04,160,934.45,460,620,Completed
MOV002746,SKU_0021,WH_02,Mumbai,West,Outbound,,CUST_072,2026-03-16,2026-03-19,350,405.39,704,354,Completed
MOV003048,SKU_0144,WH_06,Pune,West,Outbound,,CUST_027,2026-01-07,2026-01-07,202,1407.09,1039,-4,Completed
MOV002140,SKU_0241,WH_02,Mumbai,West,Inbound,SUP_12,,2026-05-30,2026-06-01,359,193.75,4020,4379,Pending
MOV004672,SKU_0211,WH_05,Hyderabad,South,Outbound,,CUST_081,2026-06-19,2026-06-21,143,1453.02,25,-118,Completed
MOV003035,SKU_0263,WH_06,Pune,West,Outbound,,CUST_056,2026-04-16,2026-04-18,478,1380.48,3058,2580,Completed
MOV004075,SKU_0139,WH_02,Mumbai,West,Inbound,SUP_11,,2026-01-25,2026-01-27,212,1956.44,3110,3322,Completed
MOV001209,SKU_0201,WH_01,Bengaluru,South,Outbound,,CUST_090,2026-02-13,2026-02-14,359,694.39,2522,2163,Pending
MOV000288,SKU_0166,WH_01,Bengaluru,South,Inbound,SUP_08,,2026-03-16,2026-03-17,364,458.26,4850,5214,Completed
MOV000986,SKU_0160,WH_05,Hyderabad,South,Adjustment,,,2026-01-09,2026-01-09,21,1827.34,740,761,Completed
MOV003203,SKU_0197,WH_01,Bengaluru,South,Outbound,,CUST_051,2026-04-02,2026-04-03,256,1601.0,3739,-143,Discrepancy
MOV002027,SKU_0134,WH_06,Pune,West,Outbound,,CUST_093,2026-04-19,2026-04-21,309,703.91,4623,,Cancelled
MOV001785,SKU_0178,WH_01,Bengaluru,South,Outbound,,CUST_014,2026-02-01,2026-02-01,456,864.6,4516,4060,Completed
MOV004291,SKU_0156,WH_06,Pune,West,Outbound,,CUST_009,2026-01-29,2026-02-01,403,1827.38,1253,850,Completed
MOV003652,SKU_0206,WH_02,Mumbai,West,Adjustment,,,2026-05-11,2026-05-12,167,832.53,3899,3732,Completed
MOV000626,SKU_0235,WH_04,Kolkata,East,Transfer,,,2026-02-15,2026-02-17,479,1061.12,3885,,Completed
MOV001803,SKU_0160,WH_01,Bengaluru,South,Outbound,,CUST_064,2026-01-29,2026-01-30,197,1093.59,159,-38,Completed
MOV003574,SKU_0213,WH_04,Kolkata,East,Outbound,,CUST_057,2026-02-15,2026-02-16,63,1323.97,4598,,Completed
MOV004600,SKU_0266,WH_05,Hyderabad,South,Outbound,,CUST_045,2026-04-23,2026-04-23,490,826.2,408,-82,Completed
MOV001986,SKU_0046,WH_06,Pune,West,Inbound,SUP_09,,2026-04-20,2026-04-20,333,3625.47,1185,1518,Discrepancy
MOV000217,SKU_0154,WH_02,Mumbai,West,Return,,,2026-02-06,2026-02-07,171,1277.33,966,1137,Completed
MOV004474,SKU_0135,WH_04,Kolkata,East,Outbound,,CUST_006,2026-04-02,2026-04-03,482,535.35,4478,3996,Completed
MOV001387,SKU_0014,WH_06,Pune,West,Outbound,,CUST_070,2026-05-27,2026-05-27,293,777.21,3976,3683,Completed
MOV001569,SKU_0064,WH_06,Pune,West,Transfer,,,2026-05-29,2026-05-29,17,663.36,4426,,Cancelled
MOV001134,SKU_0207,WH_04,Kolkata,East,Outbound,,CUST_065,2026-04-30,2026-05-02,381,1650.36,1765,,Completed
MOV000117,SKU_0080,WH_06,Pune,West,Inbound,SUP_04,,2026-03-25,2026-03-27,83,510.62,1550,1633,Completed
MOV001491,SKU_0040,WH_06,Pune,West,Inbound,SUP_10,,2026-04-10,2026-04-12,5,1016.55,285,290,Discrepancy
MOV002170,SKU_0153,WH_03,Delhi,North,Inbound,SUP_06,,2026-04-10,2026-04-10,147,1348.48,2177,2324,Completed
MOV000852,SKU_0068,WH_02,Mumbai,West,Inbound,SUP_09,,2026-02-07,2026-02-08,91,5054.12,4667,4758,Pending
MOV003447,SKU_0175,WH_06,Pune,West,Inbound,SUP_05,,2026-02-26,2026-02-27,18,1665.98,2876,2894,Completed
MOV000551,SKU_0224,WH_06,Pune,West,Outbound,,CUST_059,2026-05-17,2026-05-19,359,1708.7,3154,2795,Completed
MOV004271,SKU_0055,WH_03,Delhi,North,Inbound,SUP_11,,2026-04-18,2026-04-21,164,1080.8,1654,1818,Completed
MOV001405,SKU_0059,WH_06,Pune,West,Transfer,,,2026-01-13,2026-01-13,132,1815.27,441,309,Completed
MOV001024,SKU_0049,WH_04,Kolkata,East,Return,,,2026-02-05,2026-02-07,335,1107.65,2792,,Completed
MOV002799,SKU_0215,WH_03,Delhi,North,Outbound,,CUST_045,2026-06-05,2026-06-05,259,194.54,1155,896,Completed
MOV004681,SKU_0071,WH_04,Kolkata,East,Inbound,SUP_02,,2026-03-13,2026-03-15,57,373.88,3761,,Completed
MOV001493,SKU_0178,WH_04,Kolkata,East,Inbound,SUP_03,,2026-03-31,2026-04-03,380,960.7,3282,3662,Pending
MOV000577,SKU_0236,WH_06,Pune,West,Inbound,SUP_02,,2026-03-28,2026-03-29,53,421.37,4576,4629,Completed
MOV000748,SKU_0024,WH_05,Hyderabad,South,Inbound,SUP_11,,2026-02-07,2026-02-09,345,994.97,3275,3620,Completed
MOV003558,SKU_0052,WH_01,Bengaluru,South,Adjustment,,,2026-06-23,2026-06-26,154,257.86,1870,1716,Completed
MOV000160,SKU_0226,WH_06,Pune,West,Inbound,SUP_06,,2026-04-06,2026-04-08,200,292.08,3942,4142,Completed
MOV003509,SKU_0208,WH_03,Delhi,North,Outbound,,CUST_022,2026-06-24,2026-06-25,237,219.72,2313,2076,Completed
MOV004834,SKU_0094,WH_06,Pune,West,Adjustment,,,2026-03-10,2026-03-11,170,625.41,1722,1552,Discrepancy
MOV002283,SKU_0269,WH_01,Bengaluru,South,Outbound,,CUST_038,2026-01-01,2026-01-04,367,646.75,3640,3273,Completed
MOV001661,SKU_0095,WH_06,Pune,West,Return,,,2026-03-22,2026-03-23,50,442.06,3873,3923,Completed
MOV001465,SKU_0131,WH_01,Bengaluru,South,Transfer,,,2026-04-01,2026-04-01,386,521.04,2157,1771,Completed
MOV000492,SKU_0034,WH_01,Bengaluru,South,Inbound,SUP_12,,2026-01-31,2026-01-31,82,1417.41,2283,2365,Completed
MOV004163,SKU_0172,WH_04,Kolkata,East,Transfer,,,2026-02-14,2026-02-17,129,1720.3,593,,Completed
MOV003116,SKU_0120,WH_02,Mumbai,West,Transfer,,,2026-03-29,2026-03-30,103,880.15,2590,2487,Pending
MOV001310,SKU_0203,WH_04,Kolkata,East,Inbound,SUP_06,,2026-06-30,2026-07-01,99,988.49,1312,,Completed
MOV004280,SKU_0158,WH_01,Bengaluru,South,Outbound,,CUST_036,2026-04-07,2026-04-07,318,1658.62,393,75,Completed
MOV000025,SKU_0128,WH_02,Mumbai,West,Inbound,SUP_02,,2026-05-10,2026-05-13,288,104.34,519,807,Completed
MOV004818,SKU_0265,WH_02,Mumbai,West,Transfer,,,2026-06-28,2026-06-30,400,1204.19,1896,1496,Completed
MOV004589,SKU_0079,WH_05,Hyderabad,South,Adjustment,,,2026-02-15,2026-02-15,498,734.9,2948,3446,Completed
MOV004704,SKU_0184,WH_02,Mumbai,West,Adjustment,,,2026-06-30,2026-07-02,493,1525.74,737,1230,Discrepancy
MOV000214,SKU_0232,WH_05,Hyderabad,South,Inbound,SUP_12,,2026-02-22,2026-02-25,345,1048.17,1045,1390,Completed
MOV001740,SKU_0035,WH_05,Hyderabad,South,Inbound,SUP_06,,2026-05-26,2026-05-29,169,1483.28,3891,4060,Completed
MOV004651,SKU_0162,WH_04,Kolkata,East,Transfer,,,2026-06-16,2026-06-17,402,1781.69,469,,Completed
MOV003502,SKU_0253,WH_05,Hyderabad,South,Outbound,,CUST_015,2026-05-29,2026-05-30,260,711.39,2532,2272,Pending
MOV001435,SKU_0241,WH_06,Pune,West,Inbound,SUP_04,,2026-06-20,2026-06-20,154,1599.97,1141,1295,Completed
MOV000933,SKU_0023,WH_02,Mumbai,West,Inbound,SUP_09,,2026-05-25,2026-05-27,362,12552.86,2772,3134,Completed
MOV000628,SKU_0099,WH_01,Bengaluru,South,Transfer,,,2026-05-20,,66,548.15,4853,,Cancelled
MOV003823,SKU_0272,WH_03,Delhi,North,Outbound,,CUST_008,2026-03-09,2026-03-09,167,78.35,3483,3316,Discrepancy
MOV003648,SKU_0284,WH_04,Kolkata,East,Inbound,SUP_10,,2026-06-15,2026-06-18,169,1359.24,4372,,Completed
MOV000990,SKU_0176,WH_02,Mumbai,West,Inbound,SUP_07,,2026-06-18,2026-06-19,154,401.26,2675,,Cancelled
MOV004417,SKU_0162,WH_06,Pune,West,Adjustment,,,2026-02-28,2026-03-03,238,214.95,865,,Cancelled
MOV000498,SKU_0145,WH_04,Kolkata,East,Outbound,,CUST_028,2026-03-22,2026-03-25,414,53.71,2479,,Completed
MOV004519,SKU_0172,WH_05,Hyderabad,South,Outbound,,CUST_074,2026-02-06,2026-02-06,189,364.92,1387,1198,Completed
MOV004208,SKU_0134,WH_04,Kolkata,East,Inbound,SUP_01,,2026-05-08,2026-05-10,327,1330.15,1285,1612,Completed
MOV001551,SKU_0298,WH_06,Pune,West,Inbound,SUP_01,,2026-04-24,2026-04-24,454,1042.8,3191,3645,Pending
MOV000910,SKU_0094,WH_05,Hyderabad,South,Outbound,,CUST_041,2026-05-14,2026-05-15,453,1913.71,462,9,Completed
MOV001583,SKU_0248,WH_02,Mumbai,West,Transfer,,,2026-05-02,2026-05-03,43,270.23,3364,3321,Completed
